enrollment_id,resident_id,benefit_type,enrollment_date,activation_date,cancellation_date,monthly_fee
E03892,R01121,air_filter,2022-09-05,2022-09-08,,12
E03893,R01121,pest_control,2022-08-25,,,8
E03894,R01121,rewards_program,2022-08-18,2022-08-30,,0
E03895,R01121,renters_insurance,2022-08-13,2022-08-15,2023-01-02,15
E03896,R01122,rewards_program,2024-02-11,2024-02-13,,0
E03897,R01122,air_filter,2024-03-18,2024-03-28,,12
E03898,R01123,renters_insurance,2022-08-23,2022-08-26,2022-12-11,15
E03899,R01123,rewards_program,2022-09-06,2022-09-07,,0
E03900,R01123,credit_building,2022-10-11,2022-10-14,,5
E03901,R01123,pest_control,2022-09-10,2022-09-16,2022-10-18,8
E03902,R01124,credit_building,2023-05-09,2023-05-21,,5
E03903,R01124,rewards_program,2023-05-09,2023-05-16,,0
E03904,R01124,pest_control,2023-05-07,2023-05-21,,8
E03905,R01125,renters_insurance,2022-10-27,2022-11-05,,15
E03906,R01125,credit_building,2022-09-03,2022-09-05,,5
E03907,R01125,rewards_program,2022-09-01,2022-09-10,2022-10-26,0
E03908,R01125,pest_control,2022-09-12,2022-09-26,,8
E03909,R01125,air_filter,2022-09-07,2022-09-15,,12
E03910,R01126,air_filter,2023-10-15,2023-10-20,,12
E03911,R01126,renters_insurance,2023-10-21,2023-10-21,,15
E03912,R01126,pest_control,2023-10-24,2023-11-04,,8
E03913,R01127,air_filter,2024-10-30,2024-11-03,,12
E03914,R01127,renters_insurance,2024-11-05,2024-11-14,,15
E03915,R01127,pest_control,2024-10-29,,,8
E03916,R01127,credit_building,2024-11-06,2024-11-09,,5
E03917,R01128,credit_building,2024-04-13,2024-04-16,2024-07-08,5
E03918,R01128,air_filter,2024-04-08,,,12
E03919,R01128,pest_control,2024-03-26,,,8
E03920,R01128,rewards_program,2024-05-02,,,0
E03921,R01129,air_filter,2024-11-13,2024-11-21,,12
E03922,R01129,renters_insurance,2024-11-29,,,15
E03923,R01129,rewards_program,2024-09-18,2024-09-28,,0
E03924,R01129,credit_building,2024-09-29,2024-10-02,,5
E03925,R01130,pest_control,2024-05-15,,,8
E03926,R01130,renters_insurance,2024-06-08,2024-06-18,,15
E03927,R01130,rewards_program,2024-05-23,,,0
E03928,R01131,air_filter,2022-09-02,2022-09-06,,12
E03929,R01131,renters_insurance,2022-09-06,2022-09-15,,15
E03930,R01131,credit_building,2022-08-28,2022-09-08,,5
E03931,R01131,rewards_program,2022-08-30,2022-09-12,,0
E03932,R01132,credit_building,2023-04-03,2023-04-05,,5
E03933,R01132,renters_insurance,2023-01-26,2023-02-08,2023-06-20,15
E03934,R01132,rewards_program,2023-01-29,2023-02-12,2023-06-14,0
E03935,R01133,renters_insurance,2023-07-11,2023-07-21,,15
E03936,R01133,air_filter,2023-06-01,,,12
E03937,R01133,rewards_program,2023-05-24,2023-06-07,,0
E03938,R01134,credit_building,2023-06-15,,,5
E03939,R01134,renters_insurance,2023-06-13,2023-06-14,,15
E03940,R01134,rewards_program,2023-05-25,2023-06-04,,0
E03941,R01135,renters_insurance,2024-04-26,,,15
E03942,R01135,air_filter,2024-04-26,2024-05-01,,12
E03943,R01135,rewards_program,2024-04-23,2024-04-30,2024-07-08,0
E03944,R01135,credit_building,2024-04-05,2024-04-07,,5
E03945,R01136,credit_building,2023-12-02,2023-12-02,2024-01-24,5
E03946,R01136,renters_insurance,2023-11-22,,,15
E03947,R01137,pest_control,2024-08-24,2024-08-27,,8
E03948,R01137,credit_building,2024-09-01,2024-09-10,,5
E03949,R01137,air_filter,2024-08-28,2024-09-01,,12
E03950,R01137,renters_insurance,2024-10-01,2024-10-14,,15
E03951,R01138,credit_building,2023-04-14,2023-04-28,2023-08-10,5
E03952,R01138,air_filter,2023-03-18,2023-03-20,,12
E03953,R01138,pest_control,2023-02-24,2023-02-24,,8
E03954,R01139,air_filter,2024-09-11,,,12
E03955,R01139,rewards_program,2024-08-31,,,0
E03956,R01139,pest_control,2024-09-06,,,8
E03957,R01139,renters_insurance,2024-09-11,,,15
E03958,R01140,credit_building,2024-07-08,2024-07-16,,5
E03959,R01140,renters_insurance,2024-06-12,2024-06-20,2024-10-26,15
E03960,R01140,air_filter,2024-07-07,2024-07-10,,12
E03961,R01141,renters_insurance,2022-10-10,2022-10-22,,15
E03962,R01141,pest_control,2022-10-13,,,8
E03963,R01141,credit_building,2022-11-19,2022-11-25,,5
E03964,R01141,rewards_program,2022-10-13,2022-10-23,2023-02-21,0
E03965,R01141,air_filter,2022-10-12,2022-10-24,,12
E03966,R01142,renters_insurance,2023-08-22,2023-09-05,,15
E03967,R01142,rewards_program,2023-09-01,2023-09-10,,0
E03968,R01142,air_filter,2023-08-21,2023-08-21,,12
E03969,R01143,air_filter,2022-08-21,2022-08-30,2022-12-20,12
E03970,R01143,credit_building,2022-08-07,2022-08-07,,5
E03971,R01143,renters_insurance,2022-08-17,,,15
E03972,R01144,pest_control,2023-05-30,2023-06-09,,8
E03973,R01144,credit_building,2023-06-28,2023-07-11,,5
E03974,R01145,credit_building,2022-09-15,2022-09-27,,5
E03975,R01145,rewards_program,2022-10-02,2022-10-06,,0
E03976,R01145,pest_control,2022-09-24,2022-09-26,,8
E03977,R01146,rewards_program,2023-09-16,2023-09-26,,0
E03978,R01146,air_filter,2023-11-30,,,12
E03979,R01146,pest_control,2023-10-11,,,8
E03980,R01146,credit_building,2023-09-25,2023-10-03,,5
E03981,R01147,credit_building,2024-08-22,2024-09-02,,5
E03982,R01147,renters_insurance,2024-08-25,2024-08-28,,15
E03983,R01147,rewards_program,2024-09-03,2024-09-10,,0
E03984,R01148,credit_building,2022-08-30,,,5
E03985,R01148,air_filter,2022-08-30,2022-08-31,,12
E03986,R01148,rewards_program,2022-09-14,2022-09-26,2022-12-03,0
E03987,R01148,renters_insurance,2022-11-25,2022-11-27,,15
E03988,R01149,pest_control,2022-08-27,2022-09-06,2023-01-23,8
E03989,R01149,air_filter,2022-09-19,2022-09-22,,12
E03990,R01149,credit_building,2022-08-26,2022-08-27,,5
E03991,R01149,renters_insurance,2022-09-16,2022-09-25,2022-12-06,15
E03992,R01150,pest_control,2023-02-05,2023-02-14,,8
E03993,R01150,credit_building,2022-12-28,2023-01-02,,5
E03994,R01150,renters_insurance,2023-02-17,2023-02-26,,15
E03995,R01151,air_filter,2023-05-07,,,12
E03996,R01151,renters_insurance,2023-05-01,2023-05-08,,15
E03997,R01151,rewards_program,2023-04-16,2023-04-30,,0
E03998,R01151,credit_building,2023-04-13,,,5
E03999,R01152,rewards_program,2022-11-04,2022-11-09,,0
E04000,R01152,air_filter,2022-09-22,2022-09-22,,12
E04001,R01152,pest_control,2022-10-04,2022-10-17,2023-03-14,8
E04002,R01152,credit_building,2022-10-01,2022-10-15,,5
E04003,R01152,renters_insurance,2022-09-10,2022-09-20,2022-11-24,15
E04004,R01153,air_filter,2023-12-11,2023-12-17,,12
E04005,R01153,pest_control,2023-12-17,2023-12-28,,8
E04006,R01153,rewards_program,2023-12-15,2023-12-21,,0
E04007,R01153,credit_building,2023-12-26,2024-01-03,,5
E04008,R01153,renters_insurance,2023-12-11,2023-12-11,,15
E04009,R01154,credit_building,2024-11-13,2024-11-23,2025-02-01,5
E04010,R01154,pest_control,2024-10-22,2024-11-03,,8
E04011,R01155,renters_insurance,2024-05-05,2024-05-16,,15
E04012,R01155,credit_building,2024-07-08,2024-07-22,,5
E04013,R01155,air_filter,2024-05-12,2024-05-26,,12
E04014,R01156,air_filter,2022-12-11,2022-12-20,,12
E04015,R01156,pest_control,2023-01-01,,,8
E04016,R01156,rewards_program,2022-12-31,,,0
E04017,R01156,renters_insurance,2023-01-05,2023-01-18,,15
E04018,R01157,air_filter,2022-09-22,,,12
E04019,R01157,renters_insurance,2022-09-30,2022-10-02,2023-03-02,15
E04020,R01157,credit_building,2022-09-21,2022-09-21,,5
E04021,R01157,rewards_program,2022-09-28,2022-10-08,,0
E04022,R01158,credit_building,2023-01-07,2023-01-10,,5
E04023,R01158,renters_insurance,2023-01-05,2023-01-06,,15
E04024,R01158,pest_control,2023-01-09,2023-01-19,,8
E04025,R01158,air_filter,2023-01-12,2023-01-25,2023-06-19,12
E04026,R01159,air_filter,2024-07-28,2024-08-11,,12
E04027,R01159,renters_insurance,2024-07-31,2024-08-02,2024-11-16,15
E04028,R01159,pest_control,2024-08-02,2024-08-06,,8
E04029,R01159,credit_building,2024-08-23,2024-09-06,,5
E04030,R01159,rewards_program,2024-07-30,2024-08-06,,0
E04031,R01160,air_filter,2022-08-25,2022-09-08,2022-10-20,12
E04032,R01160,renters_insurance,2022-09-05,2022-09-12,,15
E04033,R01160,rewards_program,2022-11-14,,,0
E04034,R01161,rewards_program,2024-03-26,2024-04-09,,0
E04035,R01161,pest_control,2024-01-15,2024-01-20,,8
E04036,R01161,air_filter,2024-01-29,2024-02-11,,12
E04037,R01161,renters_insurance,2024-01-31,2024-02-12,,15
E04038,R01162,air_filter,2024-08-27,2024-09-05,,12
E04039,R01162,credit_building,2024-10-01,2024-10-11,2025-02-13,5
E04040,R01162,pest_control,2024-08-26,,,8
E04041,R01162,rewards_program,2024-08-05,2024-08-05,,0
E04042,R01163,pest_control,2024-09-16,2024-09-29,2024-12-03,8
E04043,R01163,rewards_program,2024-09-13,2024-09-17,,0
E04044,R01163,renters_insurance,2024-09-18,2024-09-19,,15
E04045,R01163,air_filter,2024-08-31,2024-09-09,,12
E04046,R01164,air_filter,2024-04-03,2024-04-11,,12
E04047,R01164,pest_control,2024-04-14,2024-04-25,,8
E04048,R01164,renters_insurance,2024-04-14,2024-04-27,2024-10-17,15
E04049,R01165,renters_insurance,2022-09-20,2022-10-04,,15
E04050,R01165,rewards_program,2022-09-11,2022-09-14,,0
E04051,R01165,air_filter,2022-10-03,2022-10-13,,12
E04052,R01165,pest_control,2022-09-08,2022-09-16,,8
E04053,R01166,credit_building,2023-08-04,2023-08-17,,5
E04054,R01166,rewards_program,2023-08-06,,,0
E04055,R01166,air_filter,2023-07-17,,,12
E04056,R01166,pest_control,2023-08-27,,,8
E04057,R01167,rewards_program,2024-05-31,,,0
E04058,R01167,air_filter,2024-06-08,2024-06-22,,12
E04059,R01167,pest_control,2024-06-21,2024-06-26,,8
E04060,R01168,renters_insurance,2024-05-24,2024-06-04,,15
E04061,R01168,air_filter,2024-04-02,2024-04-04,,12
E04062,R01168,rewards_program,2024-03-18,2024-03-26,,0
E04063,R01168,credit_building,2024-04-16,,,5
E04064,R01169,renters_insurance,2023-07-16,2023-07-30,,15
E04065,R01169,credit_building,2023-08-07,2023-08-16,2023-10-08,5
E04066,R01169,pest_control,2023-07-22,2023-07-27,,8
E04067,R01169,air_filter,2023-07-31,2023-08-02,2023-11-25,12
E04068,R01169,rewards_program,2023-09-23,,,0
E04069,R01170,rewards_program,2024-07-01,2024-07-02,,0
E04070,R01170,pest_control,2024-05-26,2024-05-28,2024-08-01,8
E04071,R01170,air_filter,2024-07-28,2024-07-28,,12
E04072,R01170,credit_building,2024-05-18,2024-05-29,,5
E04073,R01171,credit_building,2023-09-12,2023-09-23,,5
E04074,R01171,pest_control,2023-09-09,,,8
E04075,R01171,renters_insurance,2023-09-15,2023-09-29,,15
E04076,R01172,rewards_program,2024-10-29,,,0
E04077,R01172,air_filter,2024-11-12,,,12
E04078,R01172,renters_insurance,2024-12-13,2024-12-23,,15
E04079,R01172,pest_control,2024-11-19,2024-11-21,,8
E04080,R01173,credit_building,2024-07-13,2024-07-15,,5
E04081,R01173,renters_insurance,2024-06-29,2024-07-08,,15
E04082,R01173,rewards_program,2024-06-26,,,0
E04083,R01174,air_filter,2023-07-03,,,12
E04084,R01174,rewards_program,2023-06-27,2023-07-01,,0
E04085,R01174,credit_building,2023-06-15,2023-06-23,,5
E04086,R01175,pest_control,2024-04-23,2024-04-26,,8
E04087,R01175,air_filter,2024-01-29,2024-02-06,,12
E04088,R01175,credit_building,2024-02-26,2024-02-29,,5
E04089,R01175,rewards_program,2024-02-15,,,0
E04090,R01176,rewards_program,2022-09-01,2022-09-03,,0
E04091,R01176,credit_building,2022-11-03,2022-11-08,,5
E04092,R01176,air_filter,2022-08-25,2022-08-30,,12
E04093,R01177,renters_insurance,2024-08-27,2024-08-29,,15
E04094,R01177,credit_building,2024-11-15,2024-11-17,2025-03-03,5
E04095,R01177,air_filter,2024-10-30,2024-11-02,,12
E04096,R01177,rewards_program,2024-09-12,2024-09-18,,0
E04097,R01177,pest_control,2024-09-20,,,8
E04098,R01178,rewards_program,2024-07-13,2024-07-13,,0
E04099,R01178,pest_control,2024-08-14,,,8
E04100,R01178,credit_building,2024-07-13,2024-07-21,,5
E04101,R01178,renters_insurance,2024-07-15,,,15
E04102,R01179,renters_insurance,2024-03-24,2024-04-01,,15
E04103,R01179,air_filter,2024-01-29,2024-02-06,,12
E04104,R01179,credit_building,2024-01-23,2024-01-24,,5
E04105,R01180,air_filter,2023-10-30,2023-11-02,,12
E04106,R01180,credit_building,2023-10-02,2023-10-05,,5
E04107,R01180,rewards_program,2023-12-19,2023-12-24,,0
E04108,R01180,renters_insurance,2023-10-08,2023-10-17,,15
E04109,R01181,rewards_program,2023-11-21,,,0
E04110,R01181,pest_control,2023-11-25,2023-11-29,2024-02-17,8
E04111,R01181,renters_insurance,2023-11-19,,,15
E04112,R01181,air_filter,2023-10-26,2023-10-27,,12
E04113,R01182,pest_control,2023-08-02,,,8
E04114,R01182,credit_building,2023-08-09,2023-08-19,,5
E04115,R01182,renters_insurance,2023-09-12,2023-09-20,,15
E04116,R01182,rewards_program,2023-07-24,,,0
E04117,R01182,air_filter,2023-07-28,2023-08-11,2024-01-14,12
E04118,R01183,rewards_program,2022-12-26,,,0
E04119,R01183,pest_control,2023-01-02,,,8
E04120,R01183,air_filter,2023-01-01,,,12
E04121,R01183,renters_insurance,2023-02-04,2023-02-09,,15
E04122,R01184,pest_control,2022-10-03,,,8
E04123,R01184,renters_insurance,2022-09-09,,,15
E04124,R01185,pest_control,2022-10-03,,,8
E04125,R01185,air_filter,2022-12-02,2022-12-02,,12
E04126,R01185,renters_insurance,2022-09-06,,,15
E04127,R01185,credit_building,2022-09-18,2022-09-28,,5
E04128,R01186,pest_control,2023-10-06,2023-10-06,2024-02-11,8
E04129,R01186,credit_building,2023-12-13,2023-12-20,,5
E04130,R01186,rewards_program,2023-10-19,,,0
E04131,R01187,credit_building,2024-09-13,2024-09-24,,5
E04132,R01187,air_filter,2024-07-21,2024-07-22,,12
E04133,R01187,rewards_program,2024-06-23,,,0
E04134,R01188,rewards_program,2022-11-24,2022-12-07,,0
E04135,R01188,renters_insurance,2022-12-14,2022-12-16,,15
E04136,R01189,renters_insurance,2024-04-01,2024-04-08,2024-05-17,15
E04137,R01189,credit_building,2024-04-03,2024-04-11,,5
E04138,R01189,air_filter,2024-03-31,2024-04-02,,12
E04139,R01189,rewards_program,2024-04-16,,,0
E04140,R01190,air_filter,2023-07-13,2023-07-14,,12
E04141,R01190,pest_control,2023-07-30,,,8
E04142,R01190,credit_building,2023-07-23,2023-07-28,,5
E04143,R01191,air_filter,2024-08-10,2024-08-17,,12
E04144,R01191,credit_building,2024-06-28,2024-07-12,,5
E04145,R01191,renters_insurance,2024-07-09,2024-07-16,,15
E04146,R01191,pest_control,2024-07-05,,,8
E04147,R01191,rewards_program,2024-06-29,2024-07-03,,0
E04148,R01192,renters_insurance,2024-07-21,,,15
E04149,R01192,air_filter,2024-07-22,2024-07-30,2024-11-06,12
E04150,R01192,pest_control,2024-07-15,2024-07-25,,8
E04151,R01193,credit_building,2023-09-05,2023-09-12,,5
E04152,R01193,air_filter,2023-06-18,2023-06-19,,12
E04153,R01194,credit_building,2022-11-02,2022-11-12,,5
E04154,R01194,air_filter,2022-10-18,2022-10-23,2023-01-27,12
E04155,R01194,renters_insurance,2022-10-30,2022-11-11,2023-04-24,15
E04156,R01194,pest_control,2022-10-27,2022-11-08,,8
E04157,R01195,air_filter,2023-01-09,2023-01-13,,12
E04158,R01195,rewards_program,2022-12-24,2023-01-02,,0
E04159,R01195,pest_control,2023-01-03,,,8
E04160,R01196,air_filter,2022-11-21,,,12
E04161,R01196,rewards_program,2022-11-28,2022-12-04,,0
E04162,R01196,renters_insurance,2022-11-11,2022-11-15,,15
E04163,R01197,rewards_program,2023-12-15,,,0
E04164,R01197,air_filter,2023-12-07,,,12
E04165,R01197,renters_insurance,2024-01-17,,,15
E04166,R01198,credit_building,2022-08-27,2022-09-02,,5
E04167,R01198,renters_insurance,2022-09-20,,,15
E04168,R01198,air_filter,2022-09-07,2022-09-20,,12
E04169,R01198,pest_control,2022-09-03,,,8
E04170,R01199,air_filter,2023-11-13,2023-11-27,2023-12-29,12
E04171,R01199,pest_control,2023-12-01,,,8
E04172,R01199,credit_building,2024-01-01,,,5
E04173,R01199,renters_insurance,2023-11-14,2023-11-26,,15
E04174,R01199,rewards_program,2023-11-19,2023-11-24,,0
E04175,R01200,rewards_program,2022-10-10,2022-10-11,,0
E04176,R01200,credit_building,2022-09-27,2022-09-28,,5
E04177,R01200,pest_control,2022-10-11,2022-10-21,,8
E04178,R01201,credit_building,2022-10-26,2022-11-07,,5
E04179,R01201,pest_control,2022-11-18,,,8
E04180,R01201,rewards_program,2022-11-23,2022-11-23,2023-01-15,0
E04181,R01201,air_filter,2022-11-21,2022-11-21,,12
E04182,R01202,pest_control,2024-09-09,,,8
E04183,R01202,renters_insurance,2024-09-13,2024-09-25,,15
E04184,R01202,air_filter,2024-09-16,2024-09-22,,12
E04185,R01202,credit_building,2024-09-10,2024-09-12,,5
E04186,R01202,rewards_program,2024-08-28,2024-08-28,,0
E04187,R01203,pest_control,2024-05-16,2024-05-17,,8
E04188,R01203,rewards_program,2024-05-14,2024-05-26,,0
E04189,R01203,credit_building,2024-04-26,2024-05-02,2024-10-13,5
E04190,R01203,renters_insurance,2024-07-14,2024-07-21,2024-12-25,15
E04191,R01204,renters_insurance,2022-11-29,,,15
E04192,R01204,rewards_program,2022-11-28,2022-12-04,,0
E04193,R01205,rewards_program,2023-11-27,2023-12-11,,0
E04194,R01205,renters_insurance,2023-12-03,,,15
E04195,R01205,credit_building,2024-01-20,2024-01-23,,5
E04196,R01206,renters_insurance,2024-08-05,,,15
E04197,R01206,rewards_program,2024-07-21,,,0
E04198,R01206,credit_building,2024-08-08,2024-08-09,,5
E04199,R01206,air_filter,2024-09-16,2024-09-18,,12
E04200,R01207,air_filter,2024-05-14,,,12
E04201,R01207,renters_insurance,2024-08-08,2024-08-18,,15
E04202,R01207,rewards_program,2024-05-14,2024-05-28,,0
E04203,R01207,credit_building,2024-06-04,2024-06-09,,5
E04204,R01208,rewards_program,2024-07-16,2024-07-30,,0
E04205,R01208,pest_control,2024-08-16,,,8
E04206,R01208,credit_building,2024-08-05,2024-08-10,,5
E04207,R01209,rewards_program,2022-09-29,2022-10-12,,0
E04208,R01209,renters_insurance,2022-09-27,2022-09-29,,15
E04209,R01209,credit_building,2022-09-03,2022-09-06,,5
E04210,R01210,renters_insurance,2024-07-19,2024-07-20,,15
E04211,R01210,pest_control,2024-08-12,2024-08-12,,8
E04212,R01210,air_filter,2024-07-22,,,12
E04213,R01211,credit_building,2023-03-24,2023-04-06,,5
E04214,R01211,renters_insurance,2023-03-19,2023-04-02,2023-05-22,15
E04215,R01212,rewards_program,2024-01-14,,,0
E04216,R01212,renters_insurance,2024-03-23,2024-03-23,,15
E04217,R01212,credit_building,2024-03-10,2024-03-17,,5
E04218,R01212,pest_control,2024-01-31,2024-02-10,2024-06-30,8
E04219,R01213,air_filter,2024-07-08,2024-07-14,,12
E04220,R01213,renters_insurance,2024-08-13,,,15
E04221,R01213,rewards_program,2024-08-13,2024-08-26,,0
E04222,R01213,pest_control,2024-07-06,2024-07-13,,8
E04223,R01213,credit_building,2024-07-15,2024-07-25,,5
E04224,R01214,air_filter,2023-08-03,2023-08-16,2023-09-05,12
E04225,R01214,credit_building,2023-07-20,,,5
E04226,R01214,pest_control,2023-08-10,2023-08-16,,8
E04227,R01215,rewards_program,2022-10-03,2022-10-15,,0
E04228,R01215,air_filter,2022-12-08,2022-12-18,,12
E04229,R01215,renters_insurance,2022-10-22,2022-11-02,2022-12-27,15
E04230,R01216,credit_building,2022-09-11,,,5
E04231,R01216,pest_control,2022-09-11,,,8
E04232,R01216,rewards_program,2022-08-31,2022-09-03,2022-12-05,0
E04233,R01216,air_filter,2022-09-13,2022-09-16,,12
E04234,R01217,rewards_program,2022-09-17,2022-09-28,,0
E04235,R01217,credit_building,2022-09-25,2022-09-30,,5
E04236,R01217,renters_insurance,2022-10-11,2022-10-23,,15
E04237,R01218,rewards_program,2023-07-11,2023-07-17,2023-09-04,0
E04238,R01218,renters_insurance,2023-09-03,2023-09-03,2023-12-21,15
E04239,R01218,pest_control,2023-07-29,,,8
E04240,R01218,air_filter,2023-07-15,2023-07-25,,12
E04241,R01219,renters_insurance,2022-12-25,2022-12-26,,15
E04242,R01219,air_filter,2023-01-12,,,12
E04243,R01219,rewards_program,2023-01-07,2023-01-13,,0
E04244,R01220,air_filter,2024-02-21,,,12
E04245,R01220,renters_insurance,2024-02-05,,,15
E04246,R01220,credit_building,2024-02-03,2024-02-12,,5
E04247,R01220,rewards_program,2024-02-02,2024-02-15,,0
E04248,R01221,renters_insurance,2022-10-09,,,15
E04249,R01221,credit_building,2022-10-15,2022-10-19,2023-03-03,5
E04250,R01221,pest_control,2022-10-22,2022-11-01,,8
E04251,R01222,credit_building,2022-10-21,2022-11-01,,5
E04252,R01222,rewards_program,2022-10-15,2022-10-15,,0
E04253,R01222,pest_control,2022-10-27,2022-11-09,,8
E04254,R01223,renters_insurance,2023-02-22,2023-03-05,,15
E04255,R01223,air_filter,2023-01-30,2023-02-05,,12
E04256,R01223,rewards_program,2023-02-15,2023-02-16,,0
E04257,R01224,credit_building,2023-08-02,2023-08-13,,5
E04258,R01224,renters_insurance,2023-07-21,,,15
E04259,R01224,rewards_program,2023-09-02,2023-09-12,,0
E04260,R01225,rewards_program,2022-10-31,,,0
E04261,R01225,air_filter,2022-11-22,,,12
E04262,R01225,credit_building,2022-10-01,2022-10-10,,5
E04263,R01226,rewards_program,2024-08-27,2024-09-07,,0
E04264,R01226,credit_building,2024-08-08,2024-08-09,,5
E04265,R01226,renters_insurance,2024-08-17,2024-08-29,,15
E04266,R01226,pest_control,2024-08-21,2024-08-25,,8
E04267,R01227,renters_insurance,2022-08-26,,,15
E04268,R01227,air_filter,2022-08-27,,,12
E04269,R01227,credit_building,2022-09-09,2022-09-12,,5
E04270,R01227,pest_control,2022-08-22,2022-09-01,,8
E04271,R01228,air_filter,2022-12-02,2022-12-12,2023-04-15,12
E04272,R01228,rewards_program,2022-09-30,2022-10-13,,0
E04273,R01229,renters_insurance,2022-08-25,2022-09-01,,15
E04274,R01229,credit_building,2022-08-12,2022-08-13,2022-12-10,5
E04275,R01229,pest_control,2022-08-16,,,8
E04276,R01229,rewards_program,2022-08-15,2022-08-29,,0
E04277,R01230,credit_building,2024-10-10,2024-10-13,,5
E04278,R01230,renters_insurance,2024-11-22,2024-12-06,2025-03-28,15
E04279,R01230,rewards_program,2024-12-18,2024-12-23,,0
E04280,R01230,pest_control,2024-10-13,2024-10-27,2025-02-23,8
E04281,R01231,air_filter,2022-09-19,2022-09-28,,12
E04282,R01231,credit_building,2022-09-11,2022-09-24,2022-11-14,5
E04283,R01231,pest_control,2022-08-21,,,8
E04284,R01231,rewards_program,2022-09-19,2022-09-29,,0
E04285,R01232,pest_control,2024-10-07,2024-10-13,,8
E04286,R01232,air_filter,2024-10-05,2024-10-12,,12
E04287,R01232,renters_insurance,2024-10-15,2024-10-21,,15
E04288,R01232,credit_building,2024-10-25,,,5
E04289,R01233,rewards_program,2024-08-23,2024-08-28,,0
E04290,R01233,air_filter,2024-06-08,2024-06-21,,12
E04291,R01234,renters_insurance,2024-10-21,2024-10-26,,15
E04292,R01234,rewards_program,2024-10-13,2024-10-15,2024-11-24,0
E04293,R01234,credit_building,2024-10-23,2024-10-23,,5
E04294,R01235,pest_control,2023-07-06,2023-07-11,,8
E04295,R01235,credit_building,2023-07-04,2023-07-17,,5
E04296,R01235,renters_insurance,2023-07-05,,,15
E04297,R01235,air_filter,2023-07-06,,,12
E04298,R01236,rewards_program,2023-09-02,2023-09-06,,0
E04299,R01236,pest_control,2023-09-13,2023-09-23,,8
E04300,R01236,renters_insurance,2023-09-02,,,15
E04301,R01236,credit_building,2023-10-29,2023-11-12,,5
E04302,R01237,air_filter,2024-06-04,2024-06-10,,12
E04303,R01237,pest_control,2024-04-30,2024-05-13,,8
E04304,R01237,rewards_program,2024-06-17,2024-06-17,,0
E04305,R01237,credit_building,2024-04-16,2024-04-29,,5
E04306,R01238,pest_control,2022-12-21,2022-12-21,,8
E04307,R01238,renters_insurance,2022-12-30,2023-01-07,,15
E04308,R01238,rewards_program,2022-12-22,2022-12-22,,0
E04309,R01238,credit_building,2022-12-20,2023-01-02,,5
E04310,R01238,air_filter,2023-01-02,,,12
E04311,R01239,renters_insurance,2023-08-11,2023-08-23,,15
E04312,R01239,air_filter,2023-08-16,2023-08-24,,12
E04313,R01239,rewards_program,2023-08-28,2023-08-28,2023-10-14,0
E04314,R01240,credit_building,2024-08-10,2024-08-24,,5
E04315,R01240,renters_insurance,2024-08-12,2024-08-22,,15
E04316,R01240,air_filter,2024-08-08,2024-08-17,,12
E04317,R01240,rewards_program,2024-08-16,,,0
E04318,R01241,rewards_program,2022-09-14,2022-09-22,,0
E04319,R01241,pest_control,2022-09-25,2022-10-06,2023-03-15,8
E04320,R01241,air_filter,2022-09-30,2022-10-07,,12
E04321,R01241,renters_insurance,2022-09-18,2022-09-20,,15
E04322,R01241,credit_building,2022-09-24,2022-10-02,,5
E04323,R01242,renters_insurance,2023-06-28,2023-07-05,,15
E04324,R01242,pest_control,2023-07-02,2023-07-14,,8
E04325,R01242,credit_building,2023-06-12,2023-06-17,2023-11-19,5
E04326,R01243,pest_control,2024-08-25,2024-09-04,,8
E04327,R01243,credit_building,2024-08-11,,,5
E04328,R01243,rewards_program,2024-08-19,,,0
E04329,R01243,air_filter,2024-08-05,2024-08-08,,12
E04330,R01244,pest_control,2023-09-08,2023-09-10,,8
E04331,R01244,renters_insurance,2023-09-29,2023-10-02,,15
E04332,R01244,credit_building,2023-08-23,2023-08-23,,5
E04333,R01245,rewards_program,2022-12-17,2022-12-21,,0
E04334,R01245,pest_control,2022-11-10,2022-11-21,,8
E04335,R01245,air_filter,2022-11-04,,,12
E04336,R01246,pest_control,2022-10-22,2022-10-27,,8
E04337,R01246,credit_building,2022-11-24,2022-11-24,,5
E04338,R01246,air_filter,2022-09-30,,,12
E04339,R01246,renters_insurance,2022-09-30,2022-10-10,,15
E04340,R01246,rewards_program,2022-10-16,2022-10-21,,0
E04341,R01247,pest_control,2022-11-03,2022-11-10,2023-02-26,8
E04342,R01247,credit_building,2022-11-04,2022-11-14,,5
E04343,R01247,air_filter,2022-11-23,,,12
E04344,R01247,rewards_program,2022-11-02,,,0
E04345,R01248,pest_control,2023-06-19,,,8
E04346,R01248,air_filter,2023-06-16,,,12
E04347,R01249,pest_control,2024-04-30,,,8
E04348,R01249,rewards_program,2024-05-23,2024-05-30,,0
E04349,R01249,credit_building,2024-07-22,2024-07-25,,5
E04350,R01249,air_filter,2024-05-16,2024-05-20,,12
E04351,R01250,rewards_program,2022-09-28,,,0
E04352,R01250,air_filter,2022-10-07,2022-10-09,,12
E04353,R01251,renters_insurance,2024-05-07,2024-05-16,,15
E04354,R01251,credit_building,2024-05-02,2024-05-09,,5
E04355,R01252,pest_control,2023-03-26,2023-04-09,2023-05-01,8
E04356,R01252,credit_building,2023-03-10,2023-03-14,,5
