resident_id,property_id,lease_start_date,lease_end_date,move_out_date,rent_amount
R01809,P010,2022-10-13,2023-10-08,,2500
R01810,P010,2024-07-23,2025-07-18,2024-09-05,2550
R01811,P010,2022-10-08,2023-10-03,2023-04-24,2600
R01812,P010,2023-06-05,2024-05-30,,2050
R01813,P010,2022-10-27,2023-04-25,,1700
R01814,P010,2023-02-22,2024-02-17,,2300
R01815,P010,2024-06-13,2025-06-08,,2300
R01816,P010,2023-08-15,2024-08-09,,2150
R01817,P010,2024-10-27,2025-10-22,,2200
R01818,P010,2022-09-09,2023-09-04,2023-03-12,2200
R01819,P010,2024-02-07,2025-02-01,,1450
R01820,P010,2024-03-18,2025-03-13,2024-11-10,1550
R01821,P010,2024-09-04,2025-03-03,,2300
R01822,P010,2023-01-05,2023-07-04,,1850
R01823,P010,2023-05-16,2023-11-12,,1600
R01824,P010,2022-11-14,2023-05-13,,1850
R01825,P010,2023-04-27,2024-04-21,,1400
R01826,P010,2022-09-03,2023-08-29,2023-01-24,2050
R01827,P010,2023-07-19,2024-07-13,,1900
R01828,P010,2023-07-24,2024-07-18,,1600
R01829,P010,2022-09-15,2023-09-10,2023-05-14,2450
R01830,P010,2023-03-24,2024-03-18,2023-07-31,2350
R01831,P010,2024-07-13,2025-07-08,,2000
R01832,P010,2023-07-22,2024-07-16,2023-08-26,2550
R01833,P010,2023-08-28,2024-08-22,,1400
R01834,P010,2024-07-25,2025-07-20,,2250
R01835,P010,2024-02-18,2024-08-16,,2350
R01836,P010,2024-07-02,2025-06-27,,2200
R01837,P010,2022-11-17,2023-11-12,,1550
R01838,P010,2024-10-06,2025-10-01,,1800
R01839,P010,2022-10-24,2023-10-19,,2100
R01840,P010,2022-11-20,2023-11-15,,2300
R01841,P010,2022-09-22,2023-09-17,,2050
R01842,P010,2022-11-11,2023-11-06,,1500
R01843,P010,2022-12-18,2023-12-13,,1600
R01844,P010,2022-09-10,2023-09-05,,2050
R01845,P010,2024-03-20,2025-03-15,,1650
R01846,P010,2022-10-10,2023-10-05,2023-04-21,1900
R01847,P010,2022-09-17,2023-09-12,,1550
R01848,P010,2022-10-09,2023-10-04,,2150
R01849,P010,2024-08-13,2025-08-08,,1800
R01850,P010,2022-09-27,2023-03-26,2023-03-15,1400
R01851,P010,2023-08-01,2024-07-26,2024-02-25,2300
R01852,P010,2024-02-25,2025-02-19,,1600
R01853,P010,2023-07-15,2024-01-11,,2400
R01854,P010,2024-03-05,2025-02-28,,1650
R01855,P010,2022-09-14,2023-09-09,,2250
R01856,P010,2023-01-27,2024-01-22,2023-06-29,2350
R01857,P010,2023-08-06,2024-02-02,,2150
R01858,P010,2023-07-27,2024-07-21,,1950
R01859,P010,2024-03-27,2025-03-22,,1450
R01860,P010,2022-10-19,2023-04-17,2023-02-16,1500
R01861,P010,2023-08-27,2024-02-23,,2250
R01862,P010,2023-11-07,2024-11-01,,1900
R01863,P010,2024-10-21,2025-10-16,,2600
R01864,P010,2024-06-08,2025-06-03,,1900
R01865,P010,2023-04-20,2024-04-14,2024-03-04,2500
R01866,P010,2022-10-01,2023-09-26,2023-07-01,1400
R01867,P010,2022-10-14,2023-10-09,,2500
R01868,P010,2024-06-13,2025-06-08,,2400
R01869,P010,2024-02-01,2025-01-26,2024-04-28,2450
R01870,P010,2023-08-12,2024-08-06,2024-04-30,2000
R01871,P010,2024-05-06,2025-05-01,,2500
R01872,P010,2022-10-30,2023-10-25,2023-06-06,1400
R01873,P010,2022-10-25,2023-10-20,2023-03-17,2500
R01874,P010,2023-03-27,2024-03-21,,1850
R01875,P010,2024-03-16,2025-03-11,,1450
R01876,P010,2023-07-23,2024-07-17,,1700
R01877,P010,2022-10-11,2023-10-06,,1800
R01878,P010,2024-06-06,2025-06-01,,2450
R01879,P010,2024-07-22,2025-07-17,,1650
R01880,P010,2022-09-24,2023-03-23,,1800
R01881,P010,2024-09-17,2025-09-12,,1800
R01882,P010,2022-11-01,2023-10-27,,2500
R01883,P010,2024-06-09,2025-06-04,,2100
R01884,P010,2022-12-21,2023-12-16,,2400
R01885,P010,2022-11-11,2023-11-06,,2050
R01886,P010,2023-02-17,2024-02-12,,1950
R01887,P010,2024-08-24,2025-08-19,,1800
R01888,P010,2023-07-11,2024-01-07,2023-08-20,1700
R01889,P010,2023-02-19,2024-02-14,,2550
R01890,P010,2022-12-14,2023-12-09,,1750
R01891,P010,2022-09-05,2023-08-31,,1550
R01892,P010,2022-09-02,2023-08-28,,2400
R01893,P010,2023-10-08,2024-04-05,,1750
R01894,P010,2023-10-27,2024-10-21,,1750
R01895,P010,2022-11-20,2023-11-15,,1550
R01896,P010,2024-06-04,2024-12-01,2024-10-15,1450
R01897,P010,2022-10-15,2023-04-13,2022-11-14,1600
R01898,P010,2022-12-15,2023-06-13,,2350
R01899,P010,2024-06-04,2025-05-30,,2250
R01900,P010,2022-09-26,2023-03-25,2023-02-21,2600
R01901,P010,2023-04-20,2024-04-14,2023-11-27,2350
R01902,P010,2022-10-21,2023-10-16,,2350
R01903,P010,2024-02-21,2025-02-15,,1400
R01904,P010,2023-07-19,2024-07-13,,1550
R01905,P010,2022-09-03,2023-08-29,,1700
R01906,P010,2024-02-17,2025-02-11,2024-07-03,2050
R01907,P010,2023-08-15,2024-08-09,,1600
R01908,P010,2022-10-08,2023-10-03,,2400
R01909,P010,2023-05-18,2024-05-12,,1600
R01910,P010,2023-05-11,2024-05-05,,1400
R01911,P010,2024-07-22,2025-01-18,,1750
R01912,P010,2024-08-18,2025-08-13,,2050
R01913,P010,2023-03-07,2024-03-01,,1700
R01914,P010,2022-10-01,2023-09-26,,2100
R01915,P010,2024-08-28,2025-08-23,2024-10-04,1900
R01916,P010,2024-04-11,2025-04-06,,2100
R01917,P010,2022-10-11,2023-10-06,,1750
R01918,P010,2023-08-08,2024-08-02,2024-02-26,2600
R01919,P010,2023-10-13,2024-10-07,,1650
R01920,P010,2022-09-23,2023-03-22,,1550
R01921,P010,2022-10-11,2023-10-06,,2600
R01922,P010,2023-01-01,2023-12-27,,1850
R01923,P010,2022-10-17,2023-10-12,,2250
R01924,P010,2022-09-12,2023-09-07,,1550
R01925,P010,2022-11-05,2023-10-31,,1550
R01926,P010,2023-12-10,2024-12-04,2024-01-10,1950
R01927,P010,2023-08-17,2024-08-11,,2350
R01928,P010,2023-11-03,2024-05-01,,1600
R01929,P010,2022-10-15,2023-10-10,2023-03-09,2350
R01930,P010,2023-12-08,2024-12-02,2024-02-08,2600
R01931,P010,2024-07-28,2025-07-23,,1600
R01932,P010,2023-04-21,2024-04-15,,1600
R01933,P010,2024-10-16,2025-10-11,,1500
R01934,P010,2023-09-20,2024-03-18,,2200
R01935,P010,2023-09-21,2024-09-15,,1950
R01936,P010,2023-07-06,2024-06-30,,1950
R01937,P010,2024-08-23,2025-08-18,,2150
R01938,P010,2023-07-21,2024-07-15,2023-10-31,2300
R01939,P010,2024-01-08,2025-01-02,2024-04-17,2100
R01940,P010,2022-09-28,2023-09-23,,2300
R01941,P010,2022-12-12,2023-12-07,,1500
R01942,P010,2022-11-10,2023-11-05,,1950
R01943,P010,2022-09-15,2023-09-10,,1900
R01944,P010,2023-06-14,2024-06-08,,2150
R01945,P010,2023-05-01,2024-04-25,,1750
R01946,P010,2023-08-12,2024-08-06,,1850
R01947,P010,2024-06-21,2024-12-18,2024-08-20,1800
R01948,P010,2022-09-24,2023-03-23,,1700
R01949,P010,2023-03-11,2024-03-05,,2550
R01950,P010,2024-08-07,2025-08-02,,1600
R01951,P010,2024-08-09,2025-02-05,,1850
R01952,P010,2023-10-26,2024-10-20,,2000
R01953,P010,2024-08-01,2025-07-27,,2200
R01954,P010,2022-11-08,2023-11-03,2023-05-18,2550
R01955,P010,2022-10-08,2023-10-03,,2600
R01956,P010,2023-08-15,2024-08-09,,1500
R01957,P010,2023-10-14,2024-10-08,,2500
R01958,P010,2023-04-15,2024-04-09,2023-10-02,1400
R01959,P010,2023-03-28,2023-09-24,,2550
R01960,P010,2022-10-24,2023-10-19,,1750
R01961,P010,2023-06-25,2024-06-19,,2600
R01962,P010,2024-06-11,2025-06-06,,2300
R01963,P010,2022-12-05,2023-11-30,,1900
R01964,P010,2024-07-20,2025-07-15,,2300
R01965,P010,2023-12-07,2024-12-01,2024-10-10,1500
R01966,P011,2022-10-14,2023-10-09,,2600
R01967,P011,2023-02-04,2024-01-30,2023-06-17,1850
R01968,P011,2022-11-20,2023-11-15,2023-04-16,1850
R01969,P011,2022-09-26,2023-09-21,,2050
R01970,P011,2024-06-15,2024-12-12,,2400
R01971,P011,2022-11-05,2023-10-31,2023-02-22,1850
R01972,P011,2022-10-08,2023-10-03,,2200
R01973,P011,2022-09-27,2023-09-22,,2700
R01974,P011,2024-06-20,2025-06-15,,2050
R01975,P011,2024-03-23,2025-03-18,2024-07-31,2000
R01976,P011,2022-10-06,2023-04-04,,2200
R01977,P011,2024-08-17,2025-08-12,,2500
R01978,P011,2023-06-19,2023-12-16,,1700
R01979,P011,2023-08-15,2024-08-09,2024-01-04,2700
R01980,P011,2023-06-27,2024-06-21,2024-01-08,1850
R01981,P011,2023-04-20,2024-04-14,,2300
R01982,P011,2023-11-06,2024-10-31,,1750
R01983,P011,2023-08-02,2024-07-27,,1850
R01984,P011,2023-11-18,2024-11-12,2024-06-06,1700
R01985,P011,2024-08-07,2025-08-02,,2250
R01986,P011,2024-02-12,2024-08-10,,1750
R01987,P011,2024-08-11,2025-08-06,,1850
R01988,P011,2023-04-02,2024-03-27,,1700
R01989,P011,2024-08-24,2025-08-19,,2100
R01990,P011,2024-06-07,2025-06-02,,1600
R01991,P011,2023-02-05,2024-01-31,2023-04-21,2750
R01992,P011,2023-07-03,2023-12-30,,2650
R01993,P011,2022-10-15,2023-04-13,,2000
R01994,P011,2022-10-16,2023-04-14,,2050
R01995,P011,2022-09-13,2023-09-08,,2650
R01996,P011,2022-10-05,2023-09-30,2023-08-18,1850
R01997,P011,2022-10-22,2023-10-17,,2300
R01998,P011,2024-01-21,2025-01-15,,2600
R01999,P011,2024-08-04,2025-07-30,,2050
R02000,P011,2023-01-01,2023-06-30,2023-05-31,2200
R02001,P011,2022-12-12,2023-12-07,2023-02-01,1900
R02002,P011,2022-09-08,2023-09-03,,1900
R02003,P011,2024-07-08,2025-07-03,,1750
R02004,P011,2024-03-06,2024-09-02,,2400
R02005,P011,2022-11-11,2023-11-06,,1900
R02006,P011,2024-03-18,2025-03-13,,2250
R02007,P011,2022-09-30,2023-09-25,,1600
R02008,P011,2023-08-01,2024-07-26,,2300
R02009,P011,2022-09-25,2023-09-20,2022-11-21,2150
R02010,P011,2022-10-04,2023-09-29,2023-04-13,2550
R02011,P011,2023-12-04,2024-11-28,2024-05-22,2500
R02012,P011,2022-10-16,2023-10-11,,2600
R02013,P011,2024-06-25,2025-06-20,,2100
R02014,P011,2022-10-23,2023-10-18,,2650
R02015,P011,2023-02-01,2024-01-27,,2500
R02016,P011,2023-06-21,2024-06-15,,2400
R02017,P011,2024-08-01,2025-07-27,,2550
R02018,P011,2022-10-05,2023-09-30,,2550
R02019,P011,2022-10-09,2023-10-04,,1800
R02020,P011,2023-04-02,2024-03-27,,2750
R02021,P011,2024-10-15,2025-10-10,,2100
R02022,P011,2022-10-28,2023-10-23,,2400
R02023,P011,2023-08-10,2024-08-04,2024-03-05,1950
R02024,P011,2024-05-08,2025-05-03,,1650
R02025,P011,2024-10-26,2025-10-21,,2750
R02026,P011,2022-09-13,2023-09-08,,1850
R02027,P011,2023-08-03,2024-07-28,,1700
R02028,P011,2022-11-07,2023-11-02,,1700
R02029,P011,2022-09-27,2023-09-22,2023-01-29,1900
R02030,P011,2022-09-14,2023-09-09,,2050
R02031,P011,2022-10-08,2023-10-03,,2550
R02032,P011,2022-10-06,2023-10-01,,1900
R02033,P011,2023-10-16,2024-04-13,2024-04-07,2150
R02034,P011,2023-06-16,2024-06-10,,2400
R02035,P011,2024-08-25,2025-08-20,,2350
R02036,P011,2022-11-14,2023-11-09,,2800
R02037,P011,2023-07-05,2024-06-29,,1850
R02038,P011,2023-06-10,2024-06-04,,2200
R02039,P011,2024-07-03,2025-06-28,,2700
R02040,P011,2023-03-07,2023-09-03,,2400
R02041,P011,2024-08-16,2025-08-11,,2250
R02042,P011,2023-12-12,2024-12-06,,2050
R02043,P011,2024-10-03,2025-09-28,,1650
R02044,P011,2022-09-18,2023-09-13,,2250
R02045,P011,2023-09-25,2024-09-19,,2400
R02046,P011,2024-06-23,2025-06-18,,1650
R02047,P011,2024-06-14,2025-06-09,,1950
R02048,P011,2023-01-27,2024-01-22,2023-10-17,2700
R02049,P011,2024-01-22,2025-01-16,2024-10-14,2000
R02050,P011,2024-06-22,2024-12-19,,1950
R02051,P011,2024-07-22,2025-07-17,,1600
R02052,P011,2022-11-21,2023-11-16,,2200
R02053,P011,2023-08-03,2024-07-28,,1900
R02054,P011,2023-03-14,2024-03-08,2023-11-25,2050
R02055,P011,2024-10-22,2025-10-17,,2500
R02056,P011,2023-09-25,2024-09-19,,2750
R02057,P011,2022-10-27,2023-10-22,,1800
R02058,P011,2023-09-24,2024-09-18,,2050
R02059,P011,2022-12-27,2023-12-22,2023-01-31,1750
R02060,P011,2022-11-14,2023-11-09,,2600
R02061,P011,2023-08-06,2024-07-31,,1850
R02062,P011,2024-02-16,2025-02-10,,1750
R02063,P011,2023-07-07,2024-07-01,,1650
R02064,P011,2024-03-25,2025-03-20,,2250
R02065,P011,2023-08-20,2024-02-16,,2600
R02066,P011,2022-10-02,2023-03-31,,1700
R02067,P011,2023-01-08,2024-01-03,2023-02-10,2650
R02068,P011,2022-10-26,2023-10-21,,2650
R02069,P011,2024-08-02,2025-01-29,,2400
R02070,P011,2022-10-26,2023-10-21,,2350
R02071,P011,2023-09-20,2024-09-14,,2150
R02072,P011,2024-09-11,2025-09-06,,2150
R02073,P011,2024-06-20,2024-12-17,,2150
R02074,P011,2023-10-01,2024-09-25,2024-04-11,2700
R02075,P011,2023-08-05,2024-02-01,2023-10-16,1750
R02076,P011,2024-04-23,2025-04-18,,1950
R02077,P011,2023-06-22,2024-06-16,2023-09-28,2350
R02078,P011,2024-06-07,2024-12-04,,2600
R02079,P011,2023-01-12,2024-01-07,,2750
R02080,P011,2023-08-08,2024-08-02,,2200
R02081,P011,2024-07-03,2025-06-28,2024-08-03,2350
R02082,P011,2024-09-04,2025-08-30,,2050
R02083,P011,2024-03-05,2025-02-28,2024-06-14,2500
R02084,P011,2024-06-05,2025-05-31,,1700
R02085,P011,2023-10-18,2024-10-12,2023-12-18,2300
R02086,P011,2022-12-04,2023-11-29,2023-09-03,2450
R02087,P011,2022-10-26,2023-10-21,,2700
R02088,P011,2022-09-09,2023-09-04,,2100
R02089,P011,2023-09-08,2024-09-02,2024-03-24,2650
R02090,P011,2023-12-22,2024-06-19,2024-04-16,1800
R02091,P011,2024-07-16,2025-01-12,2024-08-29,2700
R02092,P011,2023-11-19,2024-11-13,,2550
R02093,P011,2022-10-13,2023-10-08,,2750
R02094,P011,2024-08-21,2025-08-16,,2450
R02095,P011,2023-10-08,2024-10-02,2024-06-02,2050
R02096,P011,2022-10-25,2023-10-20,,1900
R02097,P011,2024-10-19,2025-10-14,,2100
R02098,P011,2023-07-01,2024-06-25,2023-11-14,2500
R02099,P011,2024-03-13,2025-03-08,2024-09-20,2100
R02100,P011,2023-09-26,2024-03-24,,2650
R02101,P011,2024-07-04,2025-06-29,,2450
R02102,P011,2023-05-27,2024-05-21,,1950
R02103,P011,2023-08-05,2024-07-30,,1800
R02104,P011,2024-07-26,2025-07-21,,1650
R02105,P011,2024-05-17,2025-05-12,2024-08-02,1750
R02106,P011,2023-12-23,2024-12-17,,2600
R02107,P011,2022-10-02,2023-03-31,,2100
R02108,P011,2022-11-07,2023-11-02,,1950
R02109,P011,2024-08-28,2025-08-23,,2350
R02110,P011,2024-06-27,2025-06-22,,1850
R02111,P011,2022-09-11,2023-09-06,,2350
R02112,P011,2023-09-13,2024-03-11,,2750
R02113,P011,2023-05-07,2024-05-01,,2450
R02114,P011,2023-02-11,2024-02-06,,2500
R02115,P011,2022-11-23,2023-11-18,2023-10-25,2600
R02116,P011,2022-09-15,2023-09-10,2023-03-21,2050
R02117,P011,2022-10-25,2023-10-20,,2600
R02118,P011,2022-10-14,2023-04-12,,1800
R02119,P011,2023-12-14,2024-12-08,,1850
R02120,P011,2022-09-19,2023-09-14,2023-08-03,1750
R02121,P011,2024-07-19,2025-07-14,,1800
R02122,P011,2024-08-08,2025-02-04,,1950
R02123,P011,2023-07-23,2024-07-17,,1850
R02124,P011,2024-08-25,2025-08-20,,2650
R02125,P011,2024-02-15,2025-02-09,,2600
R02126,P011,2023-05-21,2024-05-15,,1600
R02127,P011,2022-10-09,2023-10-04,,2400
R02128,P011,2022-10-14,2023-10-09,2023-02-21,2700
R02129,P011,2024-02-19,2025-02-13,,2350
R02130,P011,2024-08-10,2025-08-05,,1750
R02131,P011,2023-01-28,2024-01-23,2023-04-21,1850
R02132,P011,2023-10-01,2024-09-25,,2450
R02133,P011,2024-06-17,2025-06-12,,2450
R02134,P011,2024-08-21,2025-02-17,,2800
R02135,P011,2022-12-04,2023-11-29,,2550
R02136,P011,2024-03-18,2025-03-13,,2100
R02137,P011,2022-09-21,2023-09-16,,1700
R02138,P011,2024-04-25,2024-10-22,,1750
R02139,P011,2024-04-18,2025-04-13,,2650
R02140,P011,2022-11-07,2023-11-02,,2050
R02141,P011,2024-06-05,2025-05-31,,2700
R02142,P011,2023-07-12,2024-07-06,2024-02-06,2400
R02143,P011,2022-10-22,2023-10-17,2023-04-05,1950
R02144,P011,2022-11-01,2023-10-27,2023-10-19,1800
R02145,P011,2024-07-19,2025-07-14,,1800
R02146,P011,2024-07-03,2025-06-28,,2000
R02147,P011,2023-08-06,2024-07-31,,1700
R02148,P011,2023-08-23,2024-02-19,,1900
R02149,P011,2022-10-09,2023-10-04,,2700
R02150,P011,2024-03-12,2025-03-07,,2600
R02151,P011,2024-07-14,2025-07-09,2024-08-23,2100
R02152,P011,2023-06-20,2024-06-14,2024-02-27,2000
R02153,P011,2022-09-22,2023-09-17,,1700
R02154,P011,2023-08-12,2024-08-06,,2800
R02155,P011,2023-03-26,2024-03-20,2023-08-11,1600
R02156,P011,2022-10-02,2023-09-27,2023-03-03,1750
R02157,P011,2022-09-10,2023-09-05,,2350
R02158,P011,2022-09-23,2023-09-18,2022-10-23,2050
R02159,P011,2024-04-04,2025-03-30,,1850
R02160,P011,2023-12-13,2024-12-07,2024-08-08,2750
R02161,P011,2024-10-18,2025-10-13,,2200
R02162,P011,2023-07-09,2024-01-05,,2400
R02163,P011,2024-03-05,2024-09-01,2024-08-09,2500
R02164,P011,2024-04-24,2025-04-19,,2150
R02165,P011,2024-08-22,2025-08-17,,2700
R02166,P011,2023-03-12,2024-03-06,,2400
R02167,P011,2023-05-14,2024-05-08,,2700
R02168,P011,2022-09-13,2023-09-08,2022-10-21,2250
R02169,P011,2023-10-21,2024-04-18,,2750
R02170,P011,2022-12-06,2023-12-01,2023-06-14,1700
R02171,P011,2024-04-16,2025-04-11,,1600
R02172,P011,2023-08-24,2024-02-20,,2350
R02173,P011,2024-07-22,2025-07-17,,2700
R02174,P011,2022-09-20,2023-09-15,,2750
R02175,P011,2022-10-23,2023-10-18,,2150
R02176,P011,2022-12-22,2023-12-17,,2400
R02177,P011,2024-07-20,2025-07-15,,1850
R02178,P011,2024-10-25,2025-10-20,,1950
R02179,P011,2022-09-16,2023-09-11,2023-03-28,1650
R02180,P011,2023-07-06,2024-06-30,,1750
R02181,P011,2023-11-08,2024-11-02,,2800
R02182,P011,2022-09-26,2023-09-21,2023-02-08,1600
R02183,P011,2024-07-13,2025-07-08,,2050
R02184,P011,2024-06-02,2025-05-28,,2550
R02185,P011,2023-01-01,2023-12-27,,2100
R02186,P011,2023-06-01,2024-05-26,,2750
R02187,P011,2022-09-14,2023-09-09,,1900
R02188,P011,2022-10-04,2023-04-02,2023-02-08,2350
R02189,P011,2022-09-24,2023-09-19,2023-07-27,2200
R02190,P011,2023-05-14,2024-05-08,2023-08-14,2450
R02191,P011,2023-02-15,2024-02-10,,2300
R02192,P011,2022-10-05,2023-04-03,,2700
R02193,P011,2022-09-10,2023-03-09,2023-02-05,2250
R02194,P011,2024-05-02,2025-04-27,,1900
R02195,P011,2023-12-09,2024-06-06,2024-03-21,2350
R02196,P012,2024-08-11,2025-08-06,,3000
R02197,P012,2023-07-24,2024-07-18,,2400
R02198,P012,2022-11-04,2023-05-03,,2000
R02199,P012,2023-07-25,2024-07-19,,1850
R02200,P012,2024-08-14,2025-08-09,,2950
R02201,P012,2022-10-03,2023-09-28,2022-11-09,3000
R02202,P012,2023-04-05,2024-03-30,2024-01-15,2050
R02203,P012,2022-11-09,2023-11-04,2023-02-20,2900
R02204,P012,2022-10-14,2023-10-09,,2900
R02205,P012,2022-10-17,2023-10-12,,2100
R02206,P012,2024-07-05,2025-06-30,,2000
R02207,P012,2023-01-07,2024-01-02,,2450
R02208,P012,2022-11-09,2023-05-08,,2450
R02209,P012,2024-04-21,2025-04-16,,2150
R02210,P012,2023-06-02,2024-05-27,,2800
R02211,P012,2022-10-08,2023-10-03,,2350
R02212,P012,2024-06-11,2025-06-06,,2050
R02213,P012,2022-11-01,2023-10-27,,2250
R02214,P012,2023-05-20,2023-11-16,,2050
R02215,P012,2023-12-12,2024-12-06,,1950
R02216,P012,2022-10-22,2023-10-17,,3150
R02217,P012,2022-11-05,2023-10-31,2023-10-03,3000
R02218,P012,2024-06-12,2025-06-07,,2200
R02219,P012,2022-11-10,2023-05-09,,2800
R02220,P012,2024-07-02,2025-06-27,,3200
R02221,P012,2024-08-07,2025-08-02,,1950
R02222,P012,2022-12-20,2023-12-15,,2950
R02223,P012,2023-12-07,2024-12-01,,2000
R02224,P012,2022-10-20,2023-10-15,,3200
R02225,P012,2024-10-12,2025-10-07,,2900
R02226,P012,2022-12-03,2023-11-28,,2600
R02227,P012,2024-08-06,2025-08-01,2024-09-06,2900
R02228,P012,2022-09-18,2023-09-13,,2900
R02229,P012,2022-10-13,2023-10-08,,2650
R02230,P012,2024-10-06,2025-10-01,,2600
R02231,P012,2023-07-13,2024-07-07,,2200
R02232,P012,2022-10-21,2023-10-16,,2900
R02233,P012,2022-12-26,2023-12-21,,2600
R02234,P012,2024-08-09,2025-08-04,,2150
R02235,P012,2023-08-18,2024-02-14,2023-11-23,2150
R02236,P012,2022-09-17,2023-09-12,,3200
R02237,P012,2023-11-09,2024-11-03,,1850
R02238,P012,2024-10-27,2025-10-22,,1950
R02239,P012,2022-10-21,2023-10-16,,2350
R02240,P012,2023-02-23,2024-02-18,,2200
R02241,P012,2024-02-20,2025-02-14,,1850
R02242,P012,2024-08-27,2025-08-22,,2950
R02243,P012,2023-03-01,2024-02-24,,3150
R02244,P012,2024-02-24,2025-02-18,,2800
R02245,P012,2023-11-21,2024-11-15,,2100
R02246,P012,2023-04-09,2024-04-03,2023-07-10,2800
R02247,P012,2023-03-08,2024-03-02,,2450
R02248,P012,2023-03-16,2023-09-12,,2050
R02249,P012,2023-03-28,2024-03-22,,2700
R02250,P012,2023-12-06,2024-11-30,,1800
R02251,P012,2023-03-06,2024-02-29,,2850
R02252,P012,2024-03-05,2024-09-01,,2150
R02253,P012,2023-11-13,2024-05-11,2024-01-10,2600
R02254,P012,2022-10-26,2023-04-24,,1950
R02255,P012,2023-06-04,2024-05-29,2024-02-26,3000
R02256,P012,2024-10-05,2025-09-30,,1900
R02257,P012,2023-03-21,2024-03-15,,3050
R02258,P012,2022-12-04,2023-11-29,,3100
R02259,P012,2023-10-03,2024-09-27,,2550
R02260,P012,2024-09-27,2025-09-22,,2300
R02261,P012,2023-03-02,2024-02-25,,2200
R02262,P012,2024-07-01,2025-06-26,,1950
R02263,P012,2024-04-17,2025-04-12,,2450
R02264,P012,2022-09-16,2023-09-11,,2400
R02265,P012,2022-09-29,2023-09-24,,2850
R02266,P012,2023-08-23,2024-08-17,,1950
R02267,P012,2023-03-04,2024-02-27,,2250
R02268,P012,2023-02-11,2023-08-10,,1900
R02269,P012,2022-10-12,2023-10-07,2023-01-21,2750
R02270,P012,2022-10-05,2023-09-30,,2850
R02271,P012,2023-08-10,2024-08-04,,1950
R02272,P012,2023-11-22,2024-11-16,,2200
R02273,P012,2024-08-26,2025-02-22,2024-11-13,2000
R02274,P012,2024-02-05,2025-01-30,,2950
R02275,P012,2023-10-04,2024-09-28,,2950
R02276,P012,2023-03-11,2024-03-05,,2050
R02277,P012,2023-06-16,2024-06-10,,2900
R02278,P012,2023-08-21,2024-08-15,2023-12-06,3050
R02279,P012,2024-09-13,2025-09-08,,2550
R02280,P012,2024-06-18,2025-06-13,,2150
R02281,P012,2023-02-23,2024-02-18,2023-07-28,2700
R02282,P012,2024-08-08,2025-08-03,,2150
R02283,P012,2023-01-28,2023-07-27,,2650
R02284,P012,2023-12-04,2024-06-01,,2350
R02285,P012,2023-10-28,2024-10-22,,2000
R02286,P013,2023-03-28,2024-03-22,,2050
R02287,P013,2022-09-25,2023-09-20,2022-12-18,1550
R02288,P013,2024-08-13,2025-08-08,,2500
R02289,P013,2023-06-23,2023-12-20,,2300
R02290,P013,2022-11-16,2023-11-11,2023-01-04,1600
R02291,P013,2023-03-08,2023-09-04,2023-08-16,2300
R02292,P013,2023-03-06,2024-02-29,,1600
R02293,P013,2024-06-10,2025-06-05,,2550
R02294,P013,2023-06-21,2024-06-15,,1850
R02295,P013,2022-09-24,2023-09-19,,1650
R02296,P013,2024-03-13,2025-03-08,,2450
R02297,P013,2023-07-27,2024-07-21,,2300
R02298,P013,2024-04-08,2025-04-03,,1650
R02299,P013,2023-12-17,2024-12-11,,1600
R02300,P013,2024-03-20,2024-09-16,,2000
R02301,P013,2022-11-18,2023-11-13,,1500
R02302,P013,2024-06-11,2025-06-06,,2000
R02303,P013,2023-03-26,2024-03-20,,2050
R02304,P013,2022-09-26,2023-09-21,,2600
R02305,P013,2023-01-10,2024-01-05,2023-03-25,1550
R02306,P013,2022-11-09,2023-11-04,,1700
R02307,P013,2024-03-02,2025-02-25,2024-06-10,1500
R02308,P013,2024-07-19,2025-07-14,,2150
R02309,P013,2022-11-21,2023-11-16,,1950
R02310,P013,2023-12-17,2024-12-11,2024-03-04,2600
R02311,P013,2023-08-05,2024-07-30,2023-11-06,1550
R02312,P013,2023-06-24,2024-06-18,2023-08-15,2200
R02313,P013,2022-10-16,2023-10-11,,1450
R02314,P013,2023-03-22,2024-03-16,,2400
R02315,P013,2022-12-08,2023-12-03,2023-01-14,2450
R02316,P013,2024-02-23,2025-02-17,,2200
R02317,P013,2024-10-20,2025-10-15,,2600
R02318,P013,2023-06-05,2024-05-30,,1950
R02319,P013,2024-09-14,2025-03-13,2024-11-08,2500
R02320,P013,2024-06-07,2025-06-02,,2350
R02321,P013,2022-12-19,2023-12-14,,2150
R02322,P013,2022-11-05,2023-10-31,,1850
R02323,P013,2024-09-26,2025-09-21,,1500
R02324,P013,2023-02-11,2024-02-06,2023-10-07,1850
R02325,P013,2022-10-15,2023-10-10,,1500
R02326,P013,2022-10-15,2023-10-10,,2150
R02327,P013,2023-09-15,2024-09-09,,1600
R02328,P013,2022-12-16,2023-06-14,,1850
R02329,P013,2023-06-20,2024-06-14,2024-02-29,1600
R02330,P013,2023-06-28,2024-06-22,,1900
R02331,P013,2023-02-14,2024-02-09,,1800
R02332,P013,2024-01-21,2024-07-19,,1750
R02333,P013,2024-08-01,2025-07-27,,1550
R02334,P013,2023-06-19,2024-06-13,,1500
R02335,P013,2022-11-03,2023-05-02,2023-02-04,2100
R02336,P013,2023-08-27,2024-08-21,,1500
R02337,P013,2022-10-13,2023-10-08,,1700
